dst_timestamp,data,timestamp
2023-02-01 06:24:23.880,"[20, 2, 2, 0, 8191, 2, 0, 0, 2, 197, 1, 1]",
2023-02-01 06:24:24.902,"[20, 2, 2, 0, 8191, 2, 0, 0, 2, 197, 1, 1]",
2023-02-01 06:24:26.890,"[20, 2, 2, 0, 8191, 2, 0, 0, 2, 197, 1, 1]",
2023-02-01 06:24:27.913,"[20, 2, 2, 0, 8191, 2, 0, 0, 2, 197, 1, 1]",
2023-02-01 06:24:29.925,"[20, 2, 2, 0, 8191, 2, 0, 0, 2, 197, 1, 1]",
2023-02-01 06:24:31.934,"[20, 2, 2, 0, 8191, 2, 0, 0, 2, 197, 1, 1]",
2023-02-01 06:24:32.959,"[20, 2, 2, 0, 8191, 2, 0, 0, 2, 197, 1, 1]",
2023-02-01 06:24:33.962,"[20, 2, 2, 0, 8191, 2, 0, 0, 2, 197, 1, 1]",
2023-02-01 06:24:34.971,"[20, 2, 2, 0, 8191, 2, 0, 0, 2, 197, 1, 1]",
2023-02-01 06:24:36.986,"[20, 2, 2, 0, 8191, 2, 0, 0, 2, 197, 1, 1]",
2023-02-01 06:24:38.005,"[20, 2, 2, 0, 8191, 2, 0, 0, 2, 197, 1, 1]",
2023-02-01 06:24:40.001,"[20, 2, 2, 0, 8191, 2, 0, 0, 2, 197, 1, 1]",
2023-02-01 06:24:42.009,"[20, 2, 2, 0, 8191, 2, 0, 0, 2, 197, 1, 1]",
2023-02-01 06:24:43.022,"[20, 2, 2, 0, 8191, 2, 0, 0, 2, 197, 1, 1]",
2023-02-01 06:24:44.032,"[20, 2, 2, 0, 8191, 2, 0, 0, 2, 197, 1, 1]",
2023-02-01 06:24:45.055,"[20, 2, 2, 0, 8191, 2, 0, 0, 2, 197, 1, 1]",
2023-02-01 06:24:46.077,"[20, 2, 2, 0, 8191, 2, 0, 0, 2, 197, 1, 1]",
2023-02-01 06:24:48.084,"[20, 2, 2, 0, 8191, 2, 0, 0, 2, 197, 1, 1]",
2023-02-01 06:24:49.075,"[20, 2, 2, 0, 8191, 2, 0, 0, 2, 197, 1, 1]",
2023-02-01 06:24:50.083,"[20, 2, 2, 0, 8191, 2, 0, 0, 2, 197, 1, 1]",
2023-02-01 06:24:51.098,"[20, 2, 2, 0, 8191, 2, 0, 0, 2, 197, 1, 1]",
2023-02-01 06:24:52.116,"[20, 2, 2, 0, 8191, 2, 0, 0, 2, 197, 1, 1]",
2023-02-01 06:24:54.113,"[20, 2, 2, 0, 8191, 2, 0, 0, 2, 197, 1, 1]",
2023-02-01 06:24:55.131,"[20, 2, 2, 0, 8191, 2, 0, 0, 2, 197, 1, 1]",
2023-02-01 06:24:57.144,"[20, 2, 2, 0, 8191, 2, 0, 0, 2, 197, 1, 1]",
2023-02-01 06:24:58.156,"[20, 2, 2, 0, 8191, 2, 0, 0, 2, 197, 1, 1]",
2023-02-01 06:24:59.159,"[20, 2, 2, 0, 8191, 2, 0, 0, 2, 197, 1, 1]",
2023-02-01 06:25:00.179,"[20, 2, 2, 0, 8191, 2, 0, 0, 2, 197, 1, 1]",
2023-02-01 06:25:02.211,"[20, 2, 2, 0, 8191, 2, 0, 0, 2, 197, 1, 1]",
2023-02-01 06:25:04.192,"[20, 2, 2, 0, 8191, 2, 0, 0, 2, 197, 1, 1]",
2023-02-01 06:25:05.217,"[20, 2, 2, 0, 8191, 2, 0, 0, 2, 197, 1, 1]",
2023-02-01 06:25:07.223,"[20, 2, 2, 0, 8191, 2, 0, 0, 2, 197, 1, 1]",
2023-02-01 06:25:08.241,"[20, 2, 2, 0, 8191, 2, 0, 0, 2, 197, 1, 1]",
2023-02-01 06:25:10.239,"[20, 2, 2, 0, 8191, 2, 0, 0, 2, 197, 1, 1]",
2023-02-01 06:25:11.260,"[20, 2, 2, 0, 8191, 2, 0, 0, 2, 197, 1, 1]",
2023-02-01 06:25:13.253,"[20, 2, 2, 0, 8191, 2, 0, 0, 2, 197, 1, 1]",
2023-02-01 06:25:14.311,"[20, 2, 2, 0, 8191, 2, 0, 0, 2, 197, 1, 1]",
2023-02-01 06:25:16.384,"[20, 2, 2, 0, 8191, 2, 0, 0, 2, 197, 1, 1]",
2023-02-01 06:25:18.349,"[20, 2, 2, 0, 8191, 2, 0, 0, 2, 197, 1, 1]",
2023-02-01 06:25:20.352,"[20, 2, 2, 0, 8191, 2, 0, 0, 2, 197, 1, 1]",
2023-02-01 06:25:21.353,"[20, 2, 2, 0, 8191, 2, 0, 0, 2, 197, 1, 1]",
2023-02-01 06:25:22.363,"[20, 2, 2, 0, 8191, 2, 0, 0, 2, 197, 1, 1]",
2023-02-01 06:25:23.391,"[20, 2, 2, 0, 8191, 2, 0, 0, 2, 197, 1, 1]",
2023-02-01 06:25:25.384,"[20, 2, 2, 0, 8191, 2, 0, 0, 2, 197, 1, 1]",
2023-02-01 06:25:26.388,"[20, 2, 2, 0, 8191, 2, 0, 0, 2, 197, 1, 1]",
2023-02-01 06:25:27.408,"[20, 2, 2, 0, 8191, 2, 0, 0, 2, 197, 1, 1]",
2023-02-01 06:25:29.403,"[20, 2, 2, 0, 8191, 2, 0, 0, 2, 197, 1, 1]",
2023-02-01 06:25:30.402,"[20, 2, 2, 0, 8191, 2, 0, 0, 2, 197, 1, 1]",
2023-02-01 06:25:31.408,"[20, 2, 2, 0, 8191, 2, 0, 0, 2, 197, 1, 1]",
2023-02-01 06:25:32.420,"[20, 2, 2, 0, 8191, 2, 0, 0, 2, 197, 1, 1]",
2023-02-01 06:25:33.423,"[20, 2, 2, 0, 8191, 2, 0, 0, 2, 197, 1, 1]",
2023-02-01 06:25:34.450,"[20, 2, 2, 0, 8191, 2, 0, 0, 2, 197, 1, 1]",
2023-02-01 06:25:35.446,"[20, 2, 2, 0, 8191, 2, 0, 0, 2, 197, 1, 1]",
2023-02-01 06:25:36.448,"[20, 2, 2, 0, 8191, 2, 0, 0, 2, 197, 1, 1]",
2023-02-01 06:25:37.467,"[20, 2, 2, 0, 8191, 2, 0, 0, 2, 197, 1, 1]",
2023-02-01 06:25:38.480,"[20, 2, 2, 0, 8191, 2, 0, 0, 2, 197, 1, 1]",
2023-02-01 06:25:39.496,"[20, 2, 2, 0, 8191, 2, 0, 0, 2, 197, 1, 1]",
2023-02-01 06:25:41.524,"[20, 2, 2, 0, 8191, 2, 0, 0, 2, 197, 1, 1]",
2023-02-01 06:25:43.514,"[20, 2, 2, 0, 8191, 2, 0, 0, 2, 197, 1, 1]",
2023-02-01 06:25:44.536,"[20, 2, 2, 0, 8191, 2, 0, 0, 2, 197, 1, 1]",
2023-02-01 06:25:46.538,"[20, 2, 2, 0, 8191, 2, 0, 0, 2, 197, 1, 1]",
2023-02-01 06:25:47.544,"[20, 2, 2, 0, 8191, 2, 0, 0, 2, 197, 1, 1]",
2023-02-01 06:25:49.554,"[20, 2, 2, 0, 8191, 2, 0, 0, 2, 197, 1, 1]",
2023-02-01 06:27:15.230,"[16, 2, 2, 1, 453, 2, 0, 0, 1, 197, 1, 1]",
2023-02-01 06:27:34.362,"[16, 2, 2, 1, 50, 2, 0, 0, 1, 197, 1, 1]",
2023-02-01 06:27:42.422,"[16, 2, 2, 2, 1174, 2, 0, 0, 1, 197, 1, 1]",
2023-02-01 06:27:50.492,"[16, 2, 2, 2, 1001, 2, 0, 0, 1, 197, 1, 1]",
2023-02-01 06:28:06.623,"[16, 2, 2, 2, 652, 2, 0, 0, 1, 197, 1, 1]",
2023-02-01 06:28:16.726,"[16, 2, 2, 2, 443, 2, 0, 0, 1, 197, 1, 1]",
